iter	Logloss
354	0.2871183057
355	0.2866582377
356	0.2861662652
357	0.285548845
358	0.2848265941
359	0.2841004922
360	0.283566946
361	0.2829755698
362	0.2823922419
363	0.2818272893
364	0.2811814555
365	0.280494431
366	0.2800023046
367	0.2795352636
368	0.2790113168
369	0.2784762388
370	0.278011387
371	0.277483753
372	0.2771555555
373	0.2767687675
374	0.2761879136
375	0.2756249053
376	0.2752476006
377	0.2748799861
378	0.2744114836
379	0.2739918061
380	0.2734510695
381	0.2730321313
382	0.2726804956
383	0.2721254815
384	0.2717118272
385	0.2713610114
386	0.2707879616
387	0.2703840932
388	0.2699904415
389	0.2695840674
390	0.2691709211
391	0.2688285599
392	0.2684482353
393	0.2681067228
394	0.2675907564
395	0.2672134059
396	0.2667902676
397	0.2663535164
398	0.2657066987
399	0.2650490557
400	0.264588182
401	0.2640662525
402	0.2635202263
403	0.2629827729
404	0.2627692723
405	0.2623704051
406	0.2617085781
407	0.2610855406
408	0.2605522628
409	0.2601249029
410	0.2599198552
411	0.2596157017
412	0.2592914329
413	0.2587485932
414	0.2583662025
415	0.2579660293
416	0.2574659303
417	0.2570054495
418	0.2564679493
419	0.255831196
420	0.2554100095
421	0.2549169957
422	0.2544001112
423	0.2540286638
424	0.2536037373
425	0.2532386493
426	0.2528366365
427	0.2523698445
428	0.2518200565
429	0.2514694915
430	0.2510546765
431	0.2506477774
432	0.2502553222
433	0.2498041389
434	0.2494215361
435	0.2489620417
436	0.2485202941
437	0.2480613918
438	0.2476045368
439	0.2471222639
440	0.2466309122
441	0.2462504454
442	0.2458177757
443	0.2452337927
444	0.2447431292
445	0.2442362847
446	0.243835548
447	0.2434610434
448	0.2428709878
449	0.2423482668
450	0.2418425418
451	0.2413761921
452	0.2408815375
453	0.2405183717
454	0.2401345077
455	0.2396321337
456	0.2390716937
457	0.2385908493
458	0.2382977733
459	0.2378797413
460	0.2374652222
461	0.2370973599
462	0.2367523104
463	0.2363067351
464	0.2358784638
465	0.235551906
466	0.2351873617
467	0.2348166503
468	0.2343997989
469	0.234001617
470	0.2335627537
471	0.2331386703
472	0.2328560733
473	0.2325001325
474	0.232179916
475	0.2317116961
476	0.2313541444
477	0.2308646508
478	0.230515278
479	0.2301341694
480	0.2296947528
481	0.2291769687
482	0.22869878
483	0.2282407376
484	0.2277367978
485	0.227216267
486	0.226791597
487	0.2264170384
488	0.2258924478
489	0.2255463706
490	0.2251023241
491	0.2247033601
492	0.2242460909
493	0.2238140465
494	0.2234209321
495	0.2230263155
496	0.2227936658
497	0.22237793
498	0.2219515161
499	0.2215480751
500	0.2211452266
501	0.2206921058
502	0.2203435901
503	0.2200251973
504	0.2195349594
505	0.219177583
506	0.2188378431
507	0.218454393
508	0.2180188185
509	0.2174556726
510	0.217128374
511	0.2167152313
512	0.2162919127
513	0.2159780728
514	0.2156350689
515	0.2152581477
516	0.2150250785
517	0.2145833466
518	0.21415161
519	0.2137154572
520	0.2133765604
521	0.2130319863
522	0.2125327933
523	0.2121787119
524	0.2118423481
525	0.211452731
526	0.2109756646
527	0.2106036953
528	0.2103508035
529	0.2099286569
530	0.2095171844
531	0.209302784
532	0.2090084971
533	0.20859959
534	0.2082525515
535	0.2078475457
536	0.2075203772
537	0.2070441144
538	0.2065952655
539	0.2061397331
540	0.2058506609
541	0.2054594752
542	0.2050256833
543	0.204789048
544	0.2045194828
545	0.2041585185
546	0.2036614702
547	0.2033028062
548	0.2029074577
549	0.2025049292
550	0.2021941749
551	0.2018163354
552	0.2014516439
553	0.2011215063
554	0.2008161559
555	0.2005308129
556	0.2001320727
557	0.1998557267
558	0.199439468
559	0.1991144383
560	0.1987552081
561	0.1983404026
562	0.1980568429
563	0.1974840991
564	0.1970575183
565	0.1968107568
566	0.196324484
567	0.1960729662
568	0.1957997685
569	0.1954186885
570	0.1951201861
571	0.1948816863
572	0.1945211566
573	0.1941893963
574	0.1937955204
575	0.1934427898
576	0.1931539578
577	0.1928218623
578	0.1924861783
579	0.1921874675
580	0.1919299046
581	0.1916399472
582	0.1913579906
583	0.1909888336
584	0.190628299
585	0.1904150123
586	0.1900398495
587	0.1897434846
588	0.1893916979
589	0.1890742663
590	0.1887275635
591	0.1883518415
592	0.1880471874
593	0.1878094527
594	0.1874823377
595	0.1871596478
596	0.1867981781
597	0.1865360411
598	0.186160999
599	0.185769979
600	0.1854516265
601	0.1850774404
602	0.1846901752
603	0.184321569
604	0.1838940979
605	0.1835416104
606	0.1832745219
607	0.1830359701
608	0.1827422536
609	0.182447696
610	0.1820777368
611	0.1818752476
612	0.1815111861
613	0.1810729369
614	0.1806420103
615	0.1803017193
616	0.1799885123
617	0.1796796872
618	0.1794049465
619	0.1790411411
620	0.1787484068
621	0.178400407
622	0.1781260753
623	0.1778864648
624	0.1775532645
625	0.1772691799
626	0.1768604574
627	0.1765621528
628	0.1762490021
629	0.1760749972
630	0.1757831865
631	0.1754421644
632	0.1751109187
633	0.1746865843
634	0.1743728743
635	0.1738528558
636	0.1735652898
637	0.1733274794
638	0.1730053176
639	0.172762811
640	0.1725176134
641	0.1722087657
642	0.1719143652
643	0.1715771173
644	0.1712538062
645	0.1710672295
646	0.170644828
647	0.1702917355
648	0.1699008007
649	0.1695329329
650	0.1691675763
651	0.1687855714
652	0.1685211007
653	0.1681223577
654	0.1679424634
655	0.1676967108
656	0.1673633232
657	0.1670344304
658	0.166743068
659	0.1664993288
660	0.1662479937
661	0.1659198645
662	0.1656255803
663	0.1653703271
664	0.1651379681
665	0.1649113395
666	0.1646029948
667	0.16425297
668	0.1639867546
669	0.1636330128
670	0.1633122498
671	0.1629440883
672	0.1626319199
673	0.1622747333
674	0.1620154686
675	0.1616880044
676	0.1613472891
677	0.1610600214
678	0.1606991348
679	0.1603662665
680	0.1600927465
681	0.15987364
682	0.1596480862
683	0.1592303826
684	0.1589636725
685	0.1585832753
686	0.1583534385
687	0.158007235
688	0.1577330256
689	0.1574873323
690	0.1571917409
691	0.1569715769
692	0.1566881696
693	0.1564703702
694	0.156033964
695	0.1557843934
696	0.1554744934
697	0.1551516156
698	0.1548267719
699	0.1545302475
700	0.1543243134
701	0.1540842538
702	0.1537321327
703	0.1534805533
704	0.1531349817
705	0.1528652419
706	0.1524983805
707	0.152296541
708	0.1519389374
709	0.1517157522
710	0.1514277094
711	0.1511051035
712	0.1508411924
713	0.1505726961
714	0.1501591804
715	0.1498221417
716	0.1495999732
717	0.1493031364
718	0.1489745752
719	0.1487299256
720	0.1484480762
721	0.1482737049
722	0.1479977572
723	0.1477269627
724	0.147464713
725	0.1471689509
726	0.1469249303
727	0.1465564405
728	0.1462234529
729	0.1458853774
730	0.1456398504
731	0.1453680864
732	0.1451187918
733	0.1448628286
734	0.1445233891
735	0.1441579526
736	0.1438730936
737	0.1436820259
738	0.1433302035
739	0.1430205683
740	0.142728716
741	0.1424308396
742	0.1421295196
743	0.1417950362
744	0.1415117687
745	0.1412506743
746	0.1409839783
747	0.1407875583
748	0.1404707439
749	0.140100466
750	0.1398488524
751	0.1396148017
752	0.1393122155
753	0.1389795667
754	0.1387144514
755	0.1385142386
756	0.1382811655
757	0.1380088124
758	0.1377192734
759	0.1374131805
760	0.1371056992
761	0.1368676035
762	0.1365502678
763	0.1362233431
764	0.1360187297
765	0.1357818874
766	0.1354436602
767	0.1351735253
768	0.1348747227
769	0.1345261038
770	0.134150168
771	0.1338355295
772	0.1335541163
773	0.1332931761
774	0.1330145418
775	0.1327399583
776	0.1324739048
777	0.1321777955
778	0.1318738305
779	0.1315852687
780	0.1313242735
781	0.1310554674
782	0.1307621255
783	0.1305222145
784	0.1302313087
785	0.1298829445
786	0.1296154941
787	0.1293564887
788	0.1290169349
789	0.1288248226
790	0.1284547318
791	0.1282141126
792	0.1279537788
793	0.1276685286
794	0.127488256
795	0.1271478392
796	0.1268912673
797	0.1267049742
798	0.1264982916
799	0.1262403389
800	0.1260269597
801	0.1256517544
802	0.1253666046
803	0.1249929939
804	0.1246922915
805	0.124450743
806	0.1240346821
807	0.1237952491
808	0.1235830364
809	0.1233060155
810	0.1229808049
811	0.1226755206
812	0.1224298818
813	0.1220969002
814	0.1218937293
815	0.1215913896
816	0.1212788797
817	0.1210333401
818	0.1208266529
819	0.1205852569
820	0.1202914776
821	0.1200603193
822	0.1198494682
823	0.1195886845
824	0.1193061443
825	0.1190504659
826	0.1188309755
827	0.1185339869
828	0.1183418889
829	0.1179851732
830	0.1177280906
831	0.1174380592
832	0.1172535256
833	0.116946155
834	0.1166599639
835	0.1163466746
836	0.1160540059
837	0.1157693094
838	0.1155393253
839	0.1152728076
840	0.1150655258
841	0.1148208746
842	0.1145917378
843	0.1142919221
844	0.1139577735
845	0.1136906166
846	0.1134749641
847	0.1132206496
848	0.1130009215
849	0.1127276157
850	0.1124574512
851	0.1123036813
852	0.1121272573
853	0.1118694332
854	0.1116169334
855	0.1114048926
856	0.1111984543
857	0.1109452276
858	0.1106890012
859	0.1104444753
860	0.1101489701
861	0.1099090188
862	0.1097176152
863	0.1094374838
864	0.1092064345
865	0.1089504162
866	0.1087108894
867	0.1084630872
868	0.1081335507
869	0.1079177576
870	0.1076369233
871	0.1073493109
872	0.1071279636
873	0.1068850666
874	0.1066675193
875	0.1065096259
876	0.1062659266
877	0.106073336
878	0.1058073976
879	0.105534031
880	0.1052897192
881	0.1050076871
882	0.1047381192
883	0.1045510749
884	0.1042645745
885	0.1040197412
886	0.1037983667
887	0.1035340953
888	0.1032686906
889	0.103016805
890	0.102760404
891	0.1025310685
892	0.1022558676
893	0.1020329559
894	0.1017791346
895	0.1015261035
896	0.1012987729
897	0.1010655026
898	0.1008767081
899	0.1005840024
900	0.1003521019
901	0.1000893835
902	0.0998589557
903	0.09958231944
904	0.09930713957
905	0.09912198375
906	0.09889076758
907	0.09868745217
908	0.09844083282
909	0.09823330828
910	0.09800368891
911	0.09778422849
912	0.09755854103
913	0.09728621397
914	0.09705428925
915	0.09679287011
916	0.09655877588
917	0.09630431268
918	0.0961071624
919	0.09587862362
920	0.09569458949
921	0.09550113673
922	0.09525831049
923	0.09504835776
924	0.09482283187
925	0.09461362096
926	0.0944428724
927	0.09415135491
928	0.09389646183
929	0.09367473193
930	0.09343389543
931	0.09313400261
932	0.09293656088
933	0.09271313686
934	0.09249003998
935	0.09229501093
936	0.09209880043
937	0.09191006786
938	0.09165591599
939	0.09143914385
940	0.09125223118
941	0.09103323401
942	0.09082367754
943	0.09058508596
944	0.09035498008
945	0.09019691054
946	0.0899547243
947	0.08974509837
948	0.08951387103
949	0.08934092467
950	0.08913648658
951	0.08893494287
952	0.08874830018
953	0.08850823046
954	0.08828666389
955	0.08808905809
956	0.08786553181
957	0.08766573987
958	0.08745927099
959	0.08727109634
960	0.08710798326
961	0.08686109118
962	0.08667444829
963	0.08645671732
964	0.08625804768
965	0.08605697262
966	0.08587220776
967	0.08566443925
968	0.08548030234
969	0.08530928091
970	0.08510114544
971	0.08488295801
972	0.08469646333
973	0.08452392212
974	0.0843122921
975	0.08408442458
976	0.0838855087
977	0.0836796704
978	0.08350068363
979	0.0832932512
980	0.08307885021
981	0.08289085935
982	0.08269796299
983	0.08247294212
984	0.08233035334
985	0.08211784477
986	0.08195769965
987	0.08181100272
988	0.08157719893
989	0.08139562901
990	0.08120761194
991	0.08101460434
992	0.08078352715
993	0.08061300286
994	0.08042551153
995	0.08023247834
996	0.08004134174
997	0.07986232463
998	0.0796554834
999	0.07945928712
