Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20080809_NIH_EWY_POS_089801	Extraction		none	20080809_NIH_EWY_POS_089801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_089801	FILES/20080809_NIH_EWY_POS_089801.CDF	Data transformation	20080809_NIH_EWY_POS_089801	FILES/20080809_NIH_EWY_POS_0898.mzML	Metabolite identification	20080809_NIH_EWY_POS_089801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_089901	Extraction		none	20080809_NIH_EWY_POS_089901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_089901	FILES/20080809_NIH_EWY_POS_089901.CDF	Data transformation	20080809_NIH_EWY_POS_089901	FILES/20080809_NIH_EWY_POS_0899.mzML	Metabolite identification	20080809_NIH_EWY_POS_089901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_090001	Extraction		none	20080809_NIH_EWY_POS_090001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_090001	FILES/20080809_NIH_EWY_POS_090001.CDF	Data transformation	20080809_NIH_EWY_POS_090001	FILES/20080809_NIH_EWY_POS_0900.mzML	Metabolite identification	20080809_NIH_EWY_POS_090001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_090801	Extraction		none	20080809_NIH_EWY_POS_090801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_090801	FILES/20080809_NIH_EWY_POS_090801.CDF	Data transformation	20080809_NIH_EWY_POS_090801	FILES/20080809_NIH_EWY_POS_0908.mzML	Metabolite identification	20080809_NIH_EWY_POS_090801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_090901	Extraction		none	20080809_NIH_EWY_POS_090901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_090901	FILES/20080809_NIH_EWY_POS_090901.CDF	Data transformation	20080809_NIH_EWY_POS_090901	FILES/20080809_NIH_EWY_POS_0909.mzML	Metabolite identification	20080809_NIH_EWY_POS_090901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091001	Extraction		none	20080809_NIH_EWY_POS_091001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091001	FILES/20080809_NIH_EWY_POS_091001.CDF	Data transformation	20080809_NIH_EWY_POS_091001	FILES/20080809_NIH_EWY_POS_0910.mzML	Metabolite identification	20080809_NIH_EWY_POS_091001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091101	Extraction		none	20080809_NIH_EWY_POS_091101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091101	FILES/20080809_NIH_EWY_POS_091101.CDF	Data transformation	20080809_NIH_EWY_POS_091101	FILES/20080809_NIH_EWY_POS_0911.mzML	Metabolite identification	20080809_NIH_EWY_POS_091101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091201	Extraction		none	20080809_NIH_EWY_POS_091201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091201	FILES/20080809_NIH_EWY_POS_091201.CDF	Data transformation	20080809_NIH_EWY_POS_091201	FILES/20080809_NIH_EWY_POS_0912.mzML	Metabolite identification	20080809_NIH_EWY_POS_091201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091301	Extraction		none	20080809_NIH_EWY_POS_091301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091301	FILES/20080809_NIH_EWY_POS_091301.CDF	Data transformation	20080809_NIH_EWY_POS_091301	FILES/20080809_NIH_EWY_POS_0913.mzML	Metabolite identification	20080809_NIH_EWY_POS_091301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091401	Extraction		none	20080809_NIH_EWY_POS_091401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091401	FILES/20080809_NIH_EWY_POS_091401.CDF	Data transformation	20080809_NIH_EWY_POS_091401	FILES/20080809_NIH_EWY_POS_0914.mzML	Metabolite identification	20080809_NIH_EWY_POS_091401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091501	Extraction		none	20080809_NIH_EWY_POS_091501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091501	FILES/20080809_NIH_EWY_POS_091501.CDF	Data transformation	20080809_NIH_EWY_POS_091501	FILES/20080809_NIH_EWY_POS_0915.mzML	Metabolite identification	20080809_NIH_EWY_POS_091501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091601	Extraction		none	20080809_NIH_EWY_POS_091601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091601	FILES/20080809_NIH_EWY_POS_091601.CDF	Data transformation	20080809_NIH_EWY_POS_091601	FILES/20080809_NIH_EWY_POS_0916.mzML	Metabolite identification	20080809_NIH_EWY_POS_091601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091701	Extraction		none	20080809_NIH_EWY_POS_091701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091701	FILES/20080809_NIH_EWY_POS_091701.CDF	Data transformation	20080809_NIH_EWY_POS_091701	FILES/20080809_NIH_EWY_POS_0917.mzML	Metabolite identification	20080809_NIH_EWY_POS_091701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091801	Extraction		none	20080809_NIH_EWY_POS_091801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091801	FILES/20080809_NIH_EWY_POS_091801.CDF	Data transformation	20080809_NIH_EWY_POS_091801	FILES/20080809_NIH_EWY_POS_0918.mzML	Metabolite identification	20080809_NIH_EWY_POS_091801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_091901	Extraction		none	20080809_NIH_EWY_POS_091901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_091901	FILES/20080809_NIH_EWY_POS_091901.CDF	Data transformation	20080809_NIH_EWY_POS_091901	FILES/20080809_NIH_EWY_POS_0919.mzML	Metabolite identification	20080809_NIH_EWY_POS_091901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092001	Extraction		none	20080809_NIH_EWY_POS_092001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092001	FILES/20080809_NIH_EWY_POS_092001.CDF	Data transformation	20080809_NIH_EWY_POS_092001	FILES/20080809_NIH_EWY_POS_0920.mzML	Metabolite identification	20080809_NIH_EWY_POS_092001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092201	Extraction		none	20080809_NIH_EWY_POS_092201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092201	FILES/20080809_NIH_EWY_POS_092201.CDF	Data transformation	20080809_NIH_EWY_POS_092201	FILES/20080809_NIH_EWY_POS_0922.mzML	Metabolite identification	20080809_NIH_EWY_POS_092201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092301	Extraction		none	20080809_NIH_EWY_POS_092301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092301	FILES/20080809_NIH_EWY_POS_092301.CDF	Data transformation	20080809_NIH_EWY_POS_092301	FILES/20080809_NIH_EWY_POS_0923.mzML	Metabolite identification	20080809_NIH_EWY_POS_092301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092401	Extraction		none	20080809_NIH_EWY_POS_092401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092401	FILES/20080809_NIH_EWY_POS_092401.CDF	Data transformation	20080809_NIH_EWY_POS_092401	FILES/20080809_NIH_EWY_POS_0924.mzML	Metabolite identification	20080809_NIH_EWY_POS_092401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092501	Extraction		none	20080809_NIH_EWY_POS_092501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092501	FILES/20080809_NIH_EWY_POS_092501.CDF	Data transformation	20080809_NIH_EWY_POS_092501	FILES/20080809_NIH_EWY_POS_0925.mzML	Metabolite identification	20080809_NIH_EWY_POS_092501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092601	Extraction		none	20080809_NIH_EWY_POS_092601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092601	FILES/20080809_NIH_EWY_POS_092601.CDF	Data transformation	20080809_NIH_EWY_POS_092601	FILES/20080809_NIH_EWY_POS_0926.mzML	Metabolite identification	20080809_NIH_EWY_POS_092601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092701	Extraction		none	20080809_NIH_EWY_POS_092701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092701	FILES/20080809_NIH_EWY_POS_092701.CDF	Data transformation	20080809_NIH_EWY_POS_092701	FILES/20080809_NIH_EWY_POS_0927.mzML	Metabolite identification	20080809_NIH_EWY_POS_092701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092801	Extraction		none	20080809_NIH_EWY_POS_092801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092801	FILES/20080809_NIH_EWY_POS_092801.CDF	Data transformation	20080809_NIH_EWY_POS_092801	FILES/20080809_NIH_EWY_POS_0928.mzML	Metabolite identification	20080809_NIH_EWY_POS_092801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_092901	Extraction		none	20080809_NIH_EWY_POS_092901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_092901	FILES/20080809_NIH_EWY_POS_092901.CDF	Data transformation	20080809_NIH_EWY_POS_092901	FILES/20080809_NIH_EWY_POS_0929.mzML	Metabolite identification	20080809_NIH_EWY_POS_092901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093001	Extraction		none	20080809_NIH_EWY_POS_093001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093001	FILES/20080809_NIH_EWY_POS_093001.CDF	Data transformation	20080809_NIH_EWY_POS_093001	FILES/20080809_NIH_EWY_POS_0930.mzML	Metabolite identification	20080809_NIH_EWY_POS_093001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093101	Extraction		none	20080809_NIH_EWY_POS_093101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093101	FILES/20080809_NIH_EWY_POS_093101.CDF	Data transformation	20080809_NIH_EWY_POS_093101	FILES/20080809_NIH_EWY_POS_0931.mzML	Metabolite identification	20080809_NIH_EWY_POS_093101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093201	Extraction		none	20080809_NIH_EWY_POS_093201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093201	FILES/20080809_NIH_EWY_POS_093201.CDF	Data transformation	20080809_NIH_EWY_POS_093201	FILES/20080809_NIH_EWY_POS_0932.mzML	Metabolite identification	20080809_NIH_EWY_POS_093201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093301	Extraction		none	20080809_NIH_EWY_POS_093301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093301	FILES/20080809_NIH_EWY_POS_093301.CDF	Data transformation	20080809_NIH_EWY_POS_093301	FILES/20080809_NIH_EWY_POS_0933.mzML	Metabolite identification	20080809_NIH_EWY_POS_093301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093601	Extraction		none	20080809_NIH_EWY_POS_093601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093601	FILES/20080809_NIH_EWY_POS_093601.CDF	Data transformation	20080809_NIH_EWY_POS_093601	FILES/20080809_NIH_EWY_POS_0936.mzML	Metabolite identification	20080809_NIH_EWY_POS_093601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093701	Extraction		none	20080809_NIH_EWY_POS_093701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093701	FILES/20080809_NIH_EWY_POS_093701.CDF	Data transformation	20080809_NIH_EWY_POS_093701	FILES/20080809_NIH_EWY_POS_0937.mzML	Metabolite identification	20080809_NIH_EWY_POS_093701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093801	Extraction		none	20080809_NIH_EWY_POS_093801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093801	FILES/20080809_NIH_EWY_POS_093801.CDF	Data transformation	20080809_NIH_EWY_POS_093801	FILES/20080809_NIH_EWY_POS_0938.mzML	Metabolite identification	20080809_NIH_EWY_POS_093801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_093901	Extraction		none	20080809_NIH_EWY_POS_093901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_093901	FILES/20080809_NIH_EWY_POS_093901.CDF	Data transformation	20080809_NIH_EWY_POS_093901	FILES/20080809_NIH_EWY_POS_0939.mzML	Metabolite identification	20080809_NIH_EWY_POS_093901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094001	Extraction		none	20080809_NIH_EWY_POS_094001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094001	FILES/20080809_NIH_EWY_POS_094001.CDF	Data transformation	20080809_NIH_EWY_POS_094001	FILES/20080809_NIH_EWY_POS_0940.mzML	Metabolite identification	20080809_NIH_EWY_POS_094001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094101	Extraction		none	20080809_NIH_EWY_POS_094101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094101	FILES/20080809_NIH_EWY_POS_094101.CDF	Data transformation	20080809_NIH_EWY_POS_094101	FILES/20080809_NIH_EWY_POS_0941.mzML	Metabolite identification	20080809_NIH_EWY_POS_094101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094201	Extraction		none	20080809_NIH_EWY_POS_094201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094201	FILES/20080809_NIH_EWY_POS_094201.CDF	Data transformation	20080809_NIH_EWY_POS_094201	FILES/20080809_NIH_EWY_POS_0942.mzML	Metabolite identification	20080809_NIH_EWY_POS_094201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094301	Extraction		none	20080809_NIH_EWY_POS_094301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094301	FILES/20080809_NIH_EWY_POS_094301.CDF	Data transformation	20080809_NIH_EWY_POS_094301	FILES/20080809_NIH_EWY_POS_0943.mzML	Metabolite identification	20080809_NIH_EWY_POS_094301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094401	Extraction		none	20080809_NIH_EWY_POS_094401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094401	FILES/20080809_NIH_EWY_POS_094401.CDF	Data transformation	20080809_NIH_EWY_POS_094401	FILES/20080809_NIH_EWY_POS_0944.mzML	Metabolite identification	20080809_NIH_EWY_POS_094401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094501	Extraction		none	20080809_NIH_EWY_POS_094501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094501	FILES/20080809_NIH_EWY_POS_094501.CDF	Data transformation	20080809_NIH_EWY_POS_094501	FILES/20080809_NIH_EWY_POS_0945.mzML	Metabolite identification	20080809_NIH_EWY_POS_094501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094601	Extraction		none	20080809_NIH_EWY_POS_094601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094601	FILES/20080809_NIH_EWY_POS_094601.CDF	Data transformation	20080809_NIH_EWY_POS_094601	FILES/20080809_NIH_EWY_POS_0946.mzML	Metabolite identification	20080809_NIH_EWY_POS_094601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_094801	Extraction		none	20080809_NIH_EWY_POS_094801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_094801	FILES/20080809_NIH_EWY_POS_094801.CDF	Data transformation	20080809_NIH_EWY_POS_094801	FILES/20080809_NIH_EWY_POS_0948.mzML	Metabolite identification	20080809_NIH_EWY_POS_094801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_095001	Extraction		none	20080809_NIH_EWY_POS_095001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_095001	FILES/20080809_NIH_EWY_POS_095001.CDF	Data transformation	20080809_NIH_EWY_POS_095001	FILES/20080809_NIH_EWY_POS_0950.mzML	Metabolite identification	20080809_NIH_EWY_POS_095001	m_MTBLS28_POS_v2_maf.tsv
