Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20081009_NIH_EWY_NEG_101701	Extraction		none	20081009_NIH_EWY_NEG_101701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101701	FILES/20081009_NIH_EWY_NEG_101701.CDF	Data transformation	20081009_NIH_EWY_NEG_101701	FILES/20081009_NIH_EWY_NEG_1017.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_101901	Extraction		none	20081009_NIH_EWY_NEG_101901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_101901	FILES/20081009_NIH_EWY_NEG_101901.CDF	Data transformation	20081009_NIH_EWY_NEG_101901	FILES/20081009_NIH_EWY_NEG_1019.mzML	Metabolite identification	20081009_NIH_EWY_NEG_101901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102001	Extraction		none	20081009_NIH_EWY_NEG_102001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102001	FILES/20081009_NIH_EWY_NEG_102001.CDF	Data transformation	20081009_NIH_EWY_NEG_102001	FILES/20081009_NIH_EWY_NEG_1020.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102101	Extraction		none	20081009_NIH_EWY_NEG_102101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102101	FILES/20081009_NIH_EWY_NEG_102101.CDF	Data transformation	20081009_NIH_EWY_NEG_102101	FILES/20081009_NIH_EWY_NEG_1021.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102201	Extraction		none	20081009_NIH_EWY_NEG_102201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102201	FILES/20081009_NIH_EWY_NEG_102201.CDF	Data transformation	20081009_NIH_EWY_NEG_102201	FILES/20081009_NIH_EWY_NEG_1022.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102301	Extraction		none	20081009_NIH_EWY_NEG_102301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102301	FILES/20081009_NIH_EWY_NEG_102301.CDF	Data transformation	20081009_NIH_EWY_NEG_102301	FILES/20081009_NIH_EWY_NEG_1023.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102401	Extraction		none	20081009_NIH_EWY_NEG_102401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102401	FILES/20081009_NIH_EWY_NEG_102401.CDF	Data transformation	20081009_NIH_EWY_NEG_102401	FILES/20081009_NIH_EWY_NEG_1024.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102601	Extraction		none	20081009_NIH_EWY_NEG_102601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102601	FILES/20081009_NIH_EWY_NEG_102601.CDF	Data transformation	20081009_NIH_EWY_NEG_102601	FILES/20081009_NIH_EWY_NEG_1026.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102701	Extraction		none	20081009_NIH_EWY_NEG_102701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102701	FILES/20081009_NIH_EWY_NEG_102701.CDF	Data transformation	20081009_NIH_EWY_NEG_102701	FILES/20081009_NIH_EWY_NEG_1027.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102801	Extraction		none	20081009_NIH_EWY_NEG_102801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102801	FILES/20081009_NIH_EWY_NEG_102801.CDF	Data transformation	20081009_NIH_EWY_NEG_102801	FILES/20081009_NIH_EWY_NEG_1028.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_102901	Extraction		none	20081009_NIH_EWY_NEG_102901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_102901	FILES/20081009_NIH_EWY_NEG_102901.CDF	Data transformation	20081009_NIH_EWY_NEG_102901	FILES/20081009_NIH_EWY_NEG_1029.mzML	Metabolite identification	20081009_NIH_EWY_NEG_102901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103001	Extraction		none	20081009_NIH_EWY_NEG_103001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103001	FILES/20081009_NIH_EWY_NEG_103001.CDF	Data transformation	20081009_NIH_EWY_NEG_103001	FILES/20081009_NIH_EWY_NEG_1030.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103101	Extraction		none	20081009_NIH_EWY_NEG_103101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103101	FILES/20081009_NIH_EWY_NEG_103101.CDF	Data transformation	20081009_NIH_EWY_NEG_103101	FILES/20081009_NIH_EWY_NEG_1031.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103201	Extraction		none	20081009_NIH_EWY_NEG_103201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103201	FILES/20081009_NIH_EWY_NEG_103201.CDF	Data transformation	20081009_NIH_EWY_NEG_103201	FILES/20081009_NIH_EWY_NEG_1032.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103301	Extraction		none	20081009_NIH_EWY_NEG_103301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103301	FILES/20081009_NIH_EWY_NEG_103301.CDF	Data transformation	20081009_NIH_EWY_NEG_103301	FILES/20081009_NIH_EWY_NEG_1033.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103401	Extraction		none	20081009_NIH_EWY_NEG_103401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103401	FILES/20081009_NIH_EWY_NEG_103401.CDF	Data transformation	20081009_NIH_EWY_NEG_103401	FILES/20081009_NIH_EWY_NEG_1034.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103501	Extraction		none	20081009_NIH_EWY_NEG_103501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103501	FILES/20081009_NIH_EWY_NEG_103501.CDF	Data transformation	20081009_NIH_EWY_NEG_103501	FILES/20081009_NIH_EWY_NEG_1035.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103601	Extraction		none	20081009_NIH_EWY_NEG_103601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103601	FILES/20081009_NIH_EWY_NEG_103601.CDF	Data transformation	20081009_NIH_EWY_NEG_103601	FILES/20081009_NIH_EWY_NEG_1036.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103701	Extraction		none	20081009_NIH_EWY_NEG_103701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103701	FILES/20081009_NIH_EWY_NEG_103701.CDF	Data transformation	20081009_NIH_EWY_NEG_103701	FILES/20081009_NIH_EWY_NEG_1037.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103801	Extraction		none	20081009_NIH_EWY_NEG_103801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103801	FILES/20081009_NIH_EWY_NEG_103801.CDF	Data transformation	20081009_NIH_EWY_NEG_103801	FILES/20081009_NIH_EWY_NEG_1038.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_103901	Extraction		none	20081009_NIH_EWY_NEG_103901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_103901	FILES/20081009_NIH_EWY_NEG_103901.CDF	Data transformation	20081009_NIH_EWY_NEG_103901	FILES/20081009_NIH_EWY_NEG_1039.mzML	Metabolite identification	20081009_NIH_EWY_NEG_103901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104001	Extraction		none	20081009_NIH_EWY_NEG_104001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104001	FILES/20081009_NIH_EWY_NEG_104001.CDF	Data transformation	20081009_NIH_EWY_NEG_104001	FILES/20081009_NIH_EWY_NEG_1040.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104101	Extraction		none	20081009_NIH_EWY_NEG_104101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104101	FILES/20081009_NIH_EWY_NEG_104101.CDF	Data transformation	20081009_NIH_EWY_NEG_104101	FILES/20081009_NIH_EWY_NEG_1041.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104201	Extraction		none	20081009_NIH_EWY_NEG_104201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104201	FILES/20081009_NIH_EWY_NEG_104201.CDF	Data transformation	20081009_NIH_EWY_NEG_104201	FILES/20081009_NIH_EWY_NEG_1042.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104301	Extraction		none	20081009_NIH_EWY_NEG_104301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104301	FILES/20081009_NIH_EWY_NEG_104301.CDF	Data transformation	20081009_NIH_EWY_NEG_104301	FILES/20081009_NIH_EWY_NEG_1043.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104401	Extraction		none	20081009_NIH_EWY_NEG_104401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104401	FILES/20081009_NIH_EWY_NEG_104401.CDF	Data transformation	20081009_NIH_EWY_NEG_104401	FILES/20081009_NIH_EWY_NEG_1044.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104601	Extraction		none	20081009_NIH_EWY_NEG_104601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104601	FILES/20081009_NIH_EWY_NEG_104601.CDF	Data transformation	20081009_NIH_EWY_NEG_104601	FILES/20081009_NIH_EWY_NEG_1046.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104701	Extraction		none	20081009_NIH_EWY_NEG_104701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104701	FILES/20081009_NIH_EWY_NEG_104701.CDF	Data transformation	20081009_NIH_EWY_NEG_104701	FILES/20081009_NIH_EWY_NEG_1047.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104801	Extraction		none	20081009_NIH_EWY_NEG_104801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104801	FILES/20081009_NIH_EWY_NEG_104801.CDF	Data transformation	20081009_NIH_EWY_NEG_104801	FILES/20081009_NIH_EWY_NEG_1048.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_104901	Extraction		none	20081009_NIH_EWY_NEG_104901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_104901	FILES/20081009_NIH_EWY_NEG_104901.CDF	Data transformation	20081009_NIH_EWY_NEG_104901	FILES/20081009_NIH_EWY_NEG_1049.mzML	Metabolite identification	20081009_NIH_EWY_NEG_104901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105001	Extraction		none	20081009_NIH_EWY_NEG_105001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105001	FILES/20081009_NIH_EWY_NEG_105001.CDF	Data transformation	20081009_NIH_EWY_NEG_105001	FILES/20081009_NIH_EWY_NEG_1050.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105101	Extraction		none	20081009_NIH_EWY_NEG_105101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105101	FILES/20081009_NIH_EWY_NEG_105101.CDF	Data transformation	20081009_NIH_EWY_NEG_105101	FILES/20081009_NIH_EWY_NEG_1051.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105201	Extraction		none	20081009_NIH_EWY_NEG_105201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105201	FILES/20081009_NIH_EWY_NEG_105201.CDF	Data transformation	20081009_NIH_EWY_NEG_105201	FILES/20081009_NIH_EWY_NEG_1052.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105301	Extraction		none	20081009_NIH_EWY_NEG_105301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105301	FILES/20081009_NIH_EWY_NEG_105301.CDF	Data transformation	20081009_NIH_EWY_NEG_105301	FILES/20081009_NIH_EWY_NEG_1053.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105401	Extraction		none	20081009_NIH_EWY_NEG_105401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105401	FILES/20081009_NIH_EWY_NEG_105401.CDF	Data transformation	20081009_NIH_EWY_NEG_105401	FILES/20081009_NIH_EWY_NEG_1054.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105501	Extraction		none	20081009_NIH_EWY_NEG_105501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105501	FILES/20081009_NIH_EWY_NEG_105501.CDF	Data transformation	20081009_NIH_EWY_NEG_105501	FILES/20081009_NIH_EWY_NEG_1055.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105701	Extraction		none	20081009_NIH_EWY_NEG_105701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105701	FILES/20081009_NIH_EWY_NEG_105701.CDF	Data transformation	20081009_NIH_EWY_NEG_105701	FILES/20081009_NIH_EWY_NEG_1057.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105801	Extraction		none	20081009_NIH_EWY_NEG_105801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105801	FILES/20081009_NIH_EWY_NEG_105801.CDF	Data transformation	20081009_NIH_EWY_NEG_105801	FILES/20081009_NIH_EWY_NEG_1058.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_105901	Extraction		none	20081009_NIH_EWY_NEG_105901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_105901	FILES/20081009_NIH_EWY_NEG_105901.CDF	Data transformation	20081009_NIH_EWY_NEG_105901	FILES/20081009_NIH_EWY_NEG_1059.mzML	Metabolite identification	20081009_NIH_EWY_NEG_105901	m_MTBLS28_NEG_v2_maf.tsv
